@RELATION konu
@ATTRIBUTE text  String
@ATTRIBUTE konu   {fiyat,kargo,urun,ssh,personel,magaza,reklam,websitesi,yok}
@Data
'ankamall şubesinde insanları köle gibi çalıştıran, gözlerini kan çanağına çeviren ve adeta beyin ...laması geçirten mağzalar zinciri. kulakları çınlatılması gereken çalışanları değil, çalıştıranlarıdır. (bkz: dar gelirlinin daha dar gelirliyi coşkuyla ezmesi)',magaza
'ankamall şubesindeki bütün çalışanlarına okunmuş eşek dili yedirdiğim şirket. akabinde artık müşteriye saygıda kusur etmiyciiz cem beeey tezahüratlarıyla satın almasız çıkıştan uğurladılar beni. hangi kameradayız?',personel
'(bkz: #22418560)',yok
'10 mart 2011 günü saat 06:00 da özel indirimlerle denizli şubesini açacağını duyuran mağazalar zinciri.',fiyat
'kendisinden daha ucuz bir magaza bulamadıgım, gayet güzel indirimler yapan elektronik magazalar zinciri. özellikle astoria ve capacity şubeleri şahanedir. astoria şubesinde pc oem bölümüne bakan elemanlardan biri aşmıştır özellikle. piyasadaki ürünleri normal zamanlarda 20-25 tl, kampanya zamanlarında ise çok çok daha ucuza bulabilirsiniz. bir wd 2.5  500 gb harici hard diski i 99 tl ye alınca insan ister istemez kafasında mükemmel statüsüne koyuyor bu magazayı*. not: bu arada kampanya zamanlarında her üründe indirim olmuyor bunu belirtmek gerek. ürünler degişim gösteriyor. misal bikaç aydır seagate hdd lerde büyük indirimler olurken, son 2 haftadır western digital hdd lerde olmaya başlamıştır. son olarak creative t3130 2.1 hoparlörü 50 tl ye almışlıgım vardır*. özellikle her haftasonları yapılan kampanya günlerinin kaçırılmamasını tavsiye ederim.',fiyat
'internetten alışveriş yapmayı bilmeyen ya da götü yemeyen, bu yüzden de başına ne gelirse müstehak olacağı alışverişler yapan kitlenin 2. tercihi mağaza. 1. için (bkz: teknosa) şimdi bu firma öyle sorumsuz, öyle umursamazdır ki müşterilerini mağdur etmek yöneticilerini en ufak ırgalamaz. müşteri temsilcileri müşteriyi sallamak, daha fazla bekletmek ve ortada bırakmak için eğitilmişlerdir. aldığım beyaz eşyaları anlaşılan teslimat gününde getirmemesine rağmen ne arayan ne de haber veren firmadır. kendim arayıp zar zor mağaza yetkilileriyle görüştüğümde kendilerinin de yapacak hiçbir şeyi olmadığını öğrendiğim aciz firmadır. anlattıklarına göre tam benim ürünlerimin gönderilmesi gereken hafta (temmuz 2010) depo değişikliği yapmışlar. tabi böyle bir detayı alışveriş yaparken asla tahmin etmezsiniz. kendilerinin de söyleyecek hali yoktur. neyse, yeni depolarındaki sistem bunların sipariş bilgilerini doğru göremiyormuş. bu yüzden kimsenin siparişini depoda bulup gönderemiyorlarmış. ayrıca bütün kamyonları depo değişikliği işinde çalıştığından bana mallarımı gönderecek araçları yokmuş. beklemem gerekiyormuş. evet, beni tam on iki gün beklettiler. sonra bir şekilde bunların yeni depolarının telefonunu öğrendim. firmaya telefon edip mallarımın ne zaman sevk edileceğini sordum. o depo da -neden birlikte çalıştıkları belli- en az electroworld kadar basiretsiz çıktı ki bana 3-4 gün bugün getiriyoruz, yarın getiriyoruz masalları anlatmaktan başka bir şey yapamadı. bir ara ürünlerimin 6 ay sonra gönderileceği şeklinde bir bilgi verdiler ama hemen teslimat tarihini düzelttim. o derece uçmuşlar yani. nitekim en sonunda lojistik firmasında bağlanmayı başardığım halden anlayan bir insan evladı bayan yönetici sayesinde ürünlerim bulundu ve evime getirildi. teslimat adresini yanlış yazdıkları için iki saat başka mahallelerde aranmalarından hiç bahsetmeyeyim. olay sırasında her gün iki üç defa beyhude yere electroworldün müşteri temsilcisini, mağazayı ve depoyu aramak zorunda kaldım. bana 90 lira cep telefonu faturası yazdırtmalarını da unutmayacağım. siz siz olun buradan hemen alıp eve götüremeyeceğiniz hiçbir şey almayın. usb bellekten daha büyük eşya almayın.  ben aldım, problem olmadı  demeyin. olduğu zaman anlıyorsunuz ne kadar berbat bir his olduğunu. adam gibi lojistik, database kurulumu, proje yönetimi, operasyon, koordinasyon ve müşteri memnuniyeti bilmeyen firmayı kim ne yapsın. burada çalışanlara hayret ediyorum. nasıl böyle kişiliksiz davranmayı öğreniyorlar ve bundan rahatsız olmuyorlar? gidin paşa paşa internetten alın ne alacaksanız. en azından problem olursa 7 gün içinde iade hakkınız var. bankaya itiraz hakkınız var. boşverin böyle 90 lar heveslerini. dükkandan mal alma devri bitti.',fiyat
'istanbuldaki şube isimleri çok karizmatik elektronik mağazası. bakırköy capacity esentepe astoria kurtköy via/port yalnız bir şubesi var ki beni benden alır : kartal minibüs yolu j0k3r dedi ki:  haramidere - torium var bir de :) nükleer araştırma merkezi gibi.. electro world torium  hakkaten ya, teşekkürler joker.',magaza
'garanti kapsamında, arızalı cihazın arızalı olduğunu 2 haftada tespit edip, önümüzdeki iki ayda da tamir süreci öngören güzide mağazalar zinciri. tebrik ediyor, her mağazasının ayrı ayrı gözlerinden öpüyorum.',urun
'geçenlerde ofis 2010 öğrenci paketini üç bilgisayara yüklenebilir özelliği ile makul bir fiyata (piyasa fiyatının yarısına idi) bulmuştum burada. mutluluğumu maddiyata bağladığım hoş zamanlardı. şaka maka sürpriz indirimleri oluyor adamların.',fiyat
'hani birde izmire şube açsalar tadından yenmiyecek ama .. çiğlisiydi balçovasıydı yer bol aslında.',magaza
'bakırköy capacity şubesindeki çalışanlarının sattıkları ürünlerin özelliklerinden bi haber olduklarına şahit olduğum elektronik ürün satış mağazası. bugün yaklaşık 6-7 yıldır kullandığımız panasonic marka ev telefonumuzu tuş takımı yarrayering bir hal aldığı için değiştirmek üzere yollarını tuttuk.annemin bu sefer beyaz olsun diyerek istediği philips marka telefona karşılık ben daha uzun konuşma ve bekleme süresine sahip zaten halen kullandığımız panasonic markasının bir çeşidini önerdim.ancak malum üniversite öğrencisi olduğumuzdan ve eve ayda bir 1 haftalığına geldiğimden ev ahalisi kullanacağından seçimi ona bıraktım. tarm yarım saat boyunca annemin beyaz philips hakkıdaki tereddütü telefonun tuş takımının ışıklandırmalı olup olmadığıydı.ve telefonlarla ilgilendiğimizi görerek yanımıza gelen 3 farklı satış görevlisinin sözüne bakılırsa ışıklandırma yoktu.en sonunda isyan edip anne ben karışmıyorum yoruldum artık seç birini dedim ve annem tamam ya bu olsun deyip beyazı aldık. eve gelip çalıştırdığımızda ne görelim telefon cayır cayır turuncu ışığıyla bizi karşıladı.annemin sevinci sadece 3 saniye sürdü:   gerizekalılar yarım saat orda karar veremedik onların yüzünden nasıl eleman bunlar yeaaa   diyerek boşa geçen o zamana isyan etti.haklıydı.bana da buraya yazmak için malzeme çıkmış oldu işte. diceğim o ki buradan bişey almadan önce almayı düşündüğünüz ürün hakkında öncelikle nette vs bi araştırma yapın,kutusuna bakın.çalışan elemanların satışlarıyla sorumlu oldukları ürünler hakkındaki bilgilerine güvenip de birşey almayın.',urun
'güne hızlı giren firmadır.',yok
'şu sıralar hayatımda gördüğüm en ilginç kampanya/reklama imza atıyorlar. electroworld facebook veya twitter sayfasından falanca yere şu ürünü sakladık diyorlar, bir parola duyuruyorlar, ürünün saklandığı bölgeye gidip parolayı söyleyen ilk kişi ürünü kazanıyor. (ne kadar çok ürün dedim lan piç oldu entry.) neyse öyle işte, az önce arnavutköy akıntı burnu deniz feneri ne sakladıkları sony lcd tv yi murat gülcan diye bir vatandaşa hediye ettiler. bi sonraki ürün üsküdar da imiş. ilgilenenler için web sayfalarını da vereyim, tam olsun. http://www.facebook.com/electroworldturkiye not: olm resmen reklamınızı yaptım lan bi ürün de ankaraya gönderirsiniz artık, bi guitar hero seti her şey dahil olarak lütfen, tşk pls ltf aşsldkasdşfksdfg (bkz: entry nin sonuna doğru saçmalamaya başlamak) ,',reklam
'alışveriş yapacakların 1500 defa düşünmesi gereken mağaza. çoğunlukla reklamlarının aksine pahalı satmaktadır. hem de öyle böyle değil. örneğin team 8 gb class 10 ultra yüksek hızlı sdhc hafıza kartı ankara ankamall avm sinde ki şubesinde 90 tl iken aynı avm de iki kata aşağıda ki bimeks de 45 tl dir. bimeks salaktır çünkü. 90 milyona satıp müşteriyi aptal yerine koyup paraları toplamak kolayken hay salaklar hay.. bunu ilettiğim görevliler ise ağızllarında lafı geveleyip bilmiyoruza getirdiler. daha da komiği bu ürün internette 39 tl ye satılmaktadır. şimdi bu ürünü ve benzerlerini electro world den alanlar ne durumdadır acaba. en düşük fiyat garantisi var diyebilirsiniz. yani ürünü başka bir mağazada, aynı marka ve modelinin, aynı il sınırları içerisinde daha düşük fiyata satıldığını kanıtlayabilirseniz firma satın aldığınız tarihten itibaren 7 gün içinde fiyat farkını size %120 şeklinde iade ediyormuş. kanıt için bir dolu belgenin istenmesinden geçtim en ilginci garanti belgesinin sonuda elektro worl sunulan belgeleri kabul etmeme hakkını saklı tutar denmesidir. kısacası siz ne yaparsanız yapın biz bir bahane buluruz kazık atmak için demektedirler. yine herşey tek taraflı. mağaza çok büyük kirayı bu yollarla toparlıyorlar sanırım..aman ha diyeyim bence electro world den uzak durunuz.',fiyat
'satın aldığım bir ürünü  saat 5 ten sonra servis yok diyerek ertesi günü kurarız  dediler, ertesi günü gelmeyen ürün için gittiğimde -aradım telefona bakan yok-  elimizde kalmamış, size teşhir ürününü yollamak istemedim, sipariş verdik yarın gelecek  diyip, ertesi günü tekrar gittiğimde  servis gelmedi 1 saate yolluyoruz  demişler -akşam 8 de geldi nerde 5 ten sonra servis yok-, akabinde yolladıkları ürün -led tv- servis kurup çalıştırıp -bu süreç yaklaşık 5dk sürdü ve ışık hızıyla gitti servis elemanı- 10dk sonra renklerin sıçması, görüntünün sıçması üzerine önce kendilerini aradık. dediler ki  linuxville bey, scart kablonuzda sorun vardır , benim  yok efendim scartsız da aynı bu  dememin üzerine de  servis gelsin tutanak tutsun ona göre değişim yaparız  dediler. şimdi teşhir ürününü yollamadık bir, servis yok iki, bozuk çıkması üç, servis elemanının atlı kovalıyor gibi kaçması dört, yarın servis elemanı geldiğinde de bana bir sorun çıkartırsanız beş. her beş hatadan sonra bunu beş arkadaşıma anlatsam, onlar da beş arkadaşına anlatsa ne satış yaparsınız ne de başka bir şey. uzak durulup durulmamasına karar veremediğim firma. yarın olsun edit in kralı gelecek. edit in kralı: şimdi efendim az önce philips yetkili servisi geldi. konuşmamızı anlatıyorum. ben servise dedim ki, electro world bana direkt muhattab onları almamı, herhangi bir arızada, herhangi bir sıkıntıda onların değişim yapacağını, teknik hizmeti onlar verdiğini söyledim. yetkili servis de bana, onların kendilerini teknik servis gibi tanıttığını ama aslında olmadıklarını, bu tarz durumlarda değişimi yetkili servisin yaptığını ve electro world ün sadece satış işlemini gerçekleştiren bir firma olduğunu bu yüzden de müşterilerin bazılarının mağdur olabildiğini söyledi. adam haklı beyler dedim içimden. neyse bu altıncı hata oldu electro world adına. o yüzden uzak durun bu firmadan diyorum. tv değişecek mi? evet değişecek ama electro world le alakası yok. philips kendi değiştirecek. satana kadar hizmeti veren bir firmaymışsın electro world. başka da bir halt değilmişsin. internetten alış veriş yapsak bile senden çok daha iyi hizmet alıyoruz. ayıptır. hakkım da haram olsun.',kargo
'(bkz: #23860929) şimdi efendim, servis fabrikadan, biz servisten, electro world de bizden arıza kayıt belgesi bekliyor. 1 haftadır bu belge ortalarda yok. electro world ün müşteri hizmetlerini arıyorum,  linuxville bey sistemdeki arızdan dolayı şu an kayıt alamıyorum fakat sizin adınıza takip için bir kayıt açtım. size en yakın zamanda döneceğiz.  dediler. yalnız geçen hafta da bana dönüyorlardı, geçen hafta da bu kayıt açıldı. ama dönen falan yok. ki %100 bu kayıt açılmadı, şimdi de açılmadı. telefon üzerinden müşteri hizmetleri de fos olan bir firmadır electro world. kime kızsam bilemiyorum artık, servise mi, philips in nasıl oluyorsa bir türlü belge yollayamayan koca fabrikası mı yoksa her türlü, her şekilde hiçbir şeyi çözemeyen ve sadece satış işlemi yapan ve başka da bir işe yaramayan electro world e mi, deli ettiler adamı. işin gari televizyonu da aldılar gittiler. öyle kaldık. yenisi de yok. gördüğünüz yerde fellik fellik kaçın bu firmadan.',urun
'(bkz: #23974116) evet efendim electro world rezilliği durmak bilmiyor. philips yetkili servisini kandıran, bizi bugüne kadar oyalayan ve hususi iade yapamamamız için vakit çalan electro world, bugün sersive teşhir ürününü vermiş, servisin evimize getirip kutuyu inceledikten sonra  bu teşhir olabilir abi  açtıktan sonra  abi bu teşhir ürünü, ambalaj vs hepsi farklı, bant da çift bantmış, yırtınca belli oldu  demesinin üzerine geri yolladık. ardından da electro world şubesini aradık. telefonda o kadar pişkinler ki,  isterseniz başka tv verelim, değiştiririz sorun olmaz.  dediler. bu ne yahu? bu nasıl bir müşteri hizmeti? bu ne rezalet. göten giren olmasın diye tüm efendiliğimi koruyorum. yarın iptalin ardından her türlü alanda da bunun hakkını arayacağım. yuh yahu. yuh. adını yalan dünya koyduğum firmadır. tüm sözlüğe ve bunu okuyanlara net olarak söyleyebilirim ki, gördüğünüz yerde kaçın. fiyat sormak için bile girmeyin. ha gidip ps3, wii falan oynayın ayrı konu.',urun
'yalova ya da şube açmaya hazırlanan şirket',magaza
'x model klime aldım, ofise y model gönderdiler. mağazalarını arıyosun açmıyolar. üstüne müşteri hizmetlerini arıyorum, - mağazalarda müşteri telefonlarına cevap verilmiyor... diye cevap veriyolar. mağazaya gidiyorum telefonlarınızı açmıyosunuz diyorum. - yemekte falan olabilirler... diyolar. edit: üzerinden 5 gün geçti, bu süre zarfında şube pazartesi ürün elinizde dedi. sonra fikir değiştirdi bugün arayınca ürün elimizde yok iade yapalım ya da başka ürün seçin dedi. gittim o fiyat aralığında ürün yokmuş. iade yapın dedim, ürünü alınca iade yaparız dediler. sonra sordum kaç güne geçer iade kredi kartıma diye. taksitli alişverişte her ayın taksit gününde kredi kartınıza geri yatar dediler. ulan kartın limitini niye skiosunuz almadığım ürün için. ben sizden gelip alışveriş yapsam sonra her ay elden taksit ödesem vercekmisiniz?!',kargo
'alış veriş yapacakların en az iki kere düşünüp,ondan sonra alış verişe karar vermeleri gereken firma.aşağıdaki olayı bizzat yakın bir tanıdığıma yaşatan elektronik mağazası.  16.07.2011 tarihinde ankara etlik antares mağazanızdan eşim için 061985 samsung c3200 balck cep telefonunu 12 taksitte 216,31 tl ödeyerek satın aldım. alırken s*** bey isimli satış elamanına formlarda çok rastladığımı daha öncede başıma da geldiğini söyleyerek bu tür cihazlar bozuk çıkabiliyor.eğer bozuk çıkarsa sorun yaşamak istemediğimi söyledim.kendisi bana bozuk çıkması halinde sorunsuz değiştireceklerini söyledi.ben de cihazı aldım.ben öğretmenim.bizim gelir gurubumuzdaki insanlar model değiştirmek ya da sıkıldıkları için yeni cihaz almazlar.gerçekten ihtiyaçları olduğu için alırlar. söylenildiği üzere 14 saat cihazı şarjda tuttum.cihazın açıkken kendiliğinden zaman zaman kapandığını gördük.tekrar kontrol ettik;ancak cihaz yine belirli aralıklarla kapanıyordu.ben de bunun üzerine cihazı alıp tekrar mağazaya götürdüm. mağazada i**** d**** isimli bir yetkiliye yönlendirildim. derdimi bu arkadaşa anlattım.cihazı alırız servise göndeririz ondan sonra değiştiririz ya da tamir ettiririz” dedi.kendisine cihazı satın alırken bana böyle söylenmediğini telefonun zaruri ihtiyaç olduğunu bu arada kullanacak cihazım olmadığını söyledimse de arkadaş beni fazlaca dinlemek istemeyerek başka bir tarafa gitti.çaresiz cihazı satan elemanı buldum.bu seferde bu arkadaş öncelikle söylediğini kabul etmesine rağmen yaptığımız bir şey değil ama pilini değiştireyim ondan olabilir dedi.bende kendisine ,ankara’nın gölbaşı ilçesinden geldiğimi ,gölbaşı ile antares mağazasını arasının 30 km olduğunu pil sorunu olup olmadığını bile bilmediğimizi söyledim.yani ben bir telefon için sürekli 30 km gidiş 30 km geliş 60km yol yapamayacağımı söyledim.o da” başka bir şey yapamayacağını” söyledi ve ayrıldı.orada çaresiz kaldım.mağaza sorumlusu t**** e**** beye uzun bir çabadan sonra ulaştım.. ona da bu telefonun zaruri ihtiyaç olduğunu başka cihazım olmadığını her ay gsm faturası 35 tl ödediğimi en az 25-30 gün bekleyemeyeceğimi söyledim. otomobil ve sigorta şirketlerinin bile garanti kapsamında ikame araç verdiğini anlatmaya çalıştım;ancak “istersen kendi imkanlarınla samsung servisine git cihazını daha kısa zamanda tamir ettir.” cevabını aldım.ben ikinci el bir cihaz almadım ki cihazımı kendi imkanlarımla tamir ettireyim. telefon en elzem cihazdır.tencere tava değildir aylarca günlerce tamiri beklenecek.eğer ben bozuk cihaz almayı göze alsaydım çok daha ucuza 2.el veya çin malı piyasa cihazı alırdım.ben parayı güvenilir olarak düşündüğüm için electro world mağazasına yatırdım yoksa sorun yaşamak için değil. ',kargo
