@RELATION degerlendirme
@ATTRIBUTE text  String
@ATTRIBUTE degerlendirme   {neg,pos,nm}
@Data
'ad yarın zirve yap ekşi sözlük tarihi geçma potansiyel olan-toplama kamp ile 99 metallica konser gece git kapı yat tat bir tımarhane ',neg
'24 eylül 2007 pazartesi günü ön aç basın mensup yap media saturn holding gmbh çatı altın faaliyet göster avrupa nın bir numara ve dünya iki numara al elektronik perakende kur media markt 1989 yıl fransa da mağaza aç ilk kez yurt dış aç 1990 da avusturya da ilk media markt mağaza ve 1991 de ilk media world mağaza italya da aç bu ülke 1994 de isviçre, 1997 de macaristan, 1998 de polanya, 1999 da ispanya ve 2000 de hollanda izle 2002 de media markt belçika pazar girdi 2002 yıl aynı zaman almanya dış almanya da ol daha fazla sayı mağaza aç ilk yıl ol 2004 te portekiz e girdi 2005 te yunanistan da ve 2006 da isveç ve rusya da ilk mağaza aç 2007 itibari 470 mağaza ile 15 ülke faaliyet göster reklam kampanya  ben aptal değil ,  pinti iyi  slogan uygun fiyat eğilim vurgula ',pos
'ilk bakış çok uygun fiyatla ver gibi gör de bazı ürün piyasa fiyat bile daha yukarı fiyatla ver gör lcd tvlerde genel türkiyede muadil olma için fiyat karşılaş yap mümkün olma benzer ürünnlerle karşılaş fiyat eh işte çık lcd tvlerde. ufak ürün uygun fiyat ürün var fakat bu genel gün bir ürün sat firma veri şey ve fiyatla ora veri fiyat denk yazı çok abuk şey mevcut en ucuz yazı harici diğer yazı fiyat piyasa bile üzeri (google da model numara yaz karşılaş en uygun fiyat ürün bazı siemens gigaset a 140 kablo telefon (bi ara bu benzin ver vestel 37 ekran televizyon (bi ara bu ürün 2 ürün alan ücret ver vestel), arçelik 1031t tezgah seviye buzdolabı beko 6340e fırın bu fırın beko çamaşır makinası alan bu fiyat ver onu unutma gerek it:tefal aquaspeed 110 ütü samsung syncmaster 740n 17  monitör fujitsu siemens 19  scaleoview l 19  monitör marka bakma der fujitsu siemens amilo li 1718 ew 11 notebook. bu yaz ama yarın ora izdiham çık adam indir de indir diyip zıpla en baş ben de ziplıyordum ramak kal edit: teşekkür türkiye, ben yine şaşırma bu zaman öte git emin zaten ne diyim ben siz ',neg
'an itibari idari iş bildiri kapı polis kordon eş 3000 kişi bekle haber yalan ol dile teknoloji market ',nm
'las vegas kumarhane gibi yer amına koyim. istanbul da ikamet et ol şu an cep bütün mal varlık kapı bekle ol yarım saat içinde 15 bin ytl yi her gör harca sonra da metelik bir şekil ebleh bir sırıt ev doğru yol al ',nm
'çalış güruh hiç düşünma için kına market kendi hem 150 milyon 2 gb ipod satıcaksın hem de salı günü aç pehh. pazar günü kadar heralde dükkan demirbaş dahil herşey sat ol ',neg
'yarın sabah kör merak git çok sıra beklema ihtimali karşın kağıt götür king çevir almanya da ol gibi kampanya devam et ol sebep de gir girma çok stres yaşama teknoloji market dev ama gir o lg lcd yi alma ne olay 1500 ytl yerin 699 ne kardeş ya aksam akşam delir adam ',pos
'sahur sonra arkadaş otobüs kaldır git teknoloji cennet değil 3000, 10000 kişi ol gene 2 tv 3 laptop alma çıkma mekan ',pos
'ben ilkokul arkadaş bul market ',nm
'ben ilkokul arkadaş vur market laptop alma git bir kişi bir kişi ',nm
'millet fiyat görün afalla sebep katalog ilk sayfa tek kaş adam hiç kimse ilgi çekma şaka ol bu fiyatla böyle bir tip nasıl kataloga ve ilk sayfa konur ki başka türlü ? ',neg
'ben ilkokul arkadaş aldır market direksiyon set ile joystick lerin ol reyon world e sekiz taksit yap ',pos
'fiyat kdv dahil ol olma şiddet merak et firma.kdv dahil o laptopu al için şiddet de uygula tabii ki edit:broşürlerde o minnacık yazı hep kdv dahil değil yazar bu sefer dahil yazmışlar.ağlamak iste budut:hem ilk otobüs bin hem de ürün alma üstün üst ez sürü psikoloji en uç örnek ben göster mağaza kendisi.ismini bile duy istemiyorum.zira ben ter koku hengame küfür öngörü vs gibi kavram hatırla artık.sen tut yeter stoğu ilk gün için tut güven görev bak bak ne oluyor.bursadaki benzer bir mağaza aç hiç ders alamamışlar.sen koskoca mediamarktsın hiç mi kriz yönetma kabiliyet sahip yönet yok.belli zaten böyle olacağı.akşamdan millet kamp kuru da mı sabah kadar bir güven firma bilma birşey bulma mı.tamam ülke çap sağlam reklam yap ama bugün o hengame yaşa hiç kimse mediamarkt n ad iyi anma ',nm
'an itibari kapı ön 4000-5000 civar kişi bekle mağaza zincir ',nm
'bugün ne iş var ikea da dedir market o ne öyle otopark 07.15 itibar ile yer yok millet otoyol kadar parketmiş. telefon gel edit : an itibar ile çekmeköy ve altunizadeden gel yolla kilitle tem dahi etkile ',nm
'an itibari alın bilgi göre otopark yer kalma ahali araba tem e bırak ve alışveriş çılgın katıl ',pos
'an itibari tribün arama bir giriş sahip ol market çevik kuvvet ve ambulans eş et şenlik bekle  hep o çocuk  tezahürat duyu ',neg
'- sen de hans ve helga gibi ucuz al mi - bu kuyruk var alaman. ',neg
'insan tüket çılgın sevk ede mağaza akşam 11 su ev dönme çalış yan yaklaş bir amca ile geliş diyalog buna kanıt şöyleki; amca ümraniye ye git de,nasıl gider htm: şu ilerde 1a kalk ona bin altunizade de ini ordan da dolmuş amca peki ikea var ya yakın mı ümraniye ye htm: yakın yakın..tepeüstünde ini ordana göster (napcak la bu saat bu adam ile ikea yı) amca peki açık kahve var mı orda? htm: ?!? (ikea yı bağlama bu hiç anlamlanma ben şimdi valla bilma var belki bilma amca ramazan ya..vardır ben açık yer htm: ol evet hayır bu ara amca ya televizyon alcam ben bi yer açılcak ya ordan. ikea nın yan kahve bul inşallah kapı da yat şimdi htm: hımm vay a....) ',pos
'sahur git iş arkadaş hala içinde mahsur kal teknomarket. sahur vakit bile deli gibi izdiham var geri siz düşün artık aç ta içeri gir reklam yap plazma tv ve laptop ların tüken ol gör kapı gir kadar millet sil süpür resmen oha dvd kaydet ve sürü abidik gubidik şey için öl bit ve fakat bi tane hp fotoğraf makinası aldır geri hafıza silme çalış ayın 25 in aç mı ol yahu ',pos
'tem otoyol her iki yön ümraniye sapak kadar kilit ede firma sağolsunlar saat araba bekle iş 1 saat geç gel sağla fiyat ucuz birşey dema ama insan bir akşam önce kuyruk girma sabah aç kavga et içeri girma çalışma mantık bir türlü anlama 2 mağaza daha aç fiyatla genel kampanya hep böyle ol bu acele neden ki açık konusmam gerek dün hürriyet gazete ver mediamarkt ekin fiyat bent cok şaşır ama izdiham bu kadar akıl uç bile geçirma ',nm
'e şimdi adam  2.900 dvd oyna 5.300 tv, 50.000 cd/dvd, 2.300 hi-fi ürün 800 laptop, 19.000 mikrodalga 2.000 telekomünikasyon ürün 2.000 kamera 10.000 beyaz eşya ürün indir fiyat sat  de bu da gazete bütün türkiye ye duyur e şimdi 800 laptop için 4000-5000 kişi koyun gibi topla koyun gibi dağıl adam  mediamarkt aç izdiham  haber için yap zaten kampanya belli ora gider haber izdiham ez tehlike geçir masum vatandaş olma ihtimali de düşün ',nm
'mediamarkt birinci meydan muharebe eylül 2007, ümraniye)  sıra girma diren bazı vatandaş sıra sokma çaba başarı olma köpek mağaza güven görev vatandaş müdahale et basın mensup engelle iste bir güven görev tut köpek basın mensup üzeri saldır vatandaş ara yer yer yaşa tartışma mağaza aç saat yaklaş kavga dönüş bu sıra kalabalık ara kalan genç bir kadın zor anla yaşa sinirlen genç kadın izdiham bulun yumruk atma çalış bu ara demir korku üzeri çık bazı kişi de sıra bekle tekme karşılık ver kapı aç başla birlikte içeri grupla hal alın vatandaş demir korku devir demir korku yık ile vatandaş ez tehlike yaşa  haber tamam icin: (bkz: http://www.haber3.com/haber.php?haber_id=285159) ',nm
'tabir caiz (bkz: para rezil ol ',neg
'ispanya daki slogan yo no soy tonto aptal değil ol teknomarket. genel en iyi fiyatla yine bu mağaza ',pos
'en ön kadar git ol kardeş gel son bilgi şöyledir(saat:9:55):  kapı ön gel içeri 20 kişi al kapı aç herşey bit diye bildirim bulun 5 bin kişi fazla kişi var yine de açma bit diye kapı açma beyan et millet kapı yumrukla cam kırma çalış gazete gel o yüzde olay çık göster reklam yapma çalış şu an 500-600 kişi anca kal ama içeri gir 15-20 kişi anca var iste herkes gir ama san izdiham ol haber ol diye kimse al istema içeri 20-30 kişi anca girdi sözlük yaz arkadaş da selam söyle 20 kişi 5000 tane televizyon bitir burdaki çalış ifade göre  içeri son bilgi  içeri girdi kasa katalog bütün ürün bit de millet 700 ytl lik plazma kasa 1099 ol o diye satma çalış bu çok uyanık belli ki evet de gibi ol şer tane katalog ürün koy diğer normal fiyat gagalama çalış bir tane ipod kap başar laptop falan hak getir  son bilgi şöyle  içeri gir girdi fakat ortalık inan kalabalık şu an anons satış dur söyle bütün millet el ürün kasa kuyruk girdi kasa adam yok bu mağaza yönet bilma kesin ortalık bir tv bul onu kucakla kasa gitma çalış daha dışarı da insan var sözlük yazıyosan millet haber ol burda adam öldür fena çok fena akşam kadar kimse gelma ürün mürün kesin kalma  acaba de stok yavaş yavaş mı satış ver yap mı yap yani ama yok yani ton ürün var de bir tane bile 29 ytl falan değil hepsi normal fiyat sözlük her ürün 2000-5000 adet olcak web site gir bak ulan diye arkadaş selam söyle yine kim o ya sahi bu durum ne de acaba (10:45) an itibari giriş yapma kasa 1 sıra ol gerek yer 3 sıra ol için millet yine kavga et tahmini kasa hayvan gibi yavaş işle normal hepsi acemi muhtemelen güzide tvcilerimize ve gazete dün yapı toplantı sonra limit satış yap ve herkes bok çıkar da son haber ara halk aldat konu girma bile çünkü katalog ürün sayı düşük tut daha önce söyle ve diğer model yüksek fiyat gagala iste bir çok kişi kuyruk bekle bu da fark değil henüz adım gibi bil açık ucuz ürün iste bugün gitma şu an giriş imkan yok vatan örneğin gibi akşam doğru daha da çok kişi akın et için iş açmaz gir belki yeni ürün getir ama son dedikodu sonra bu zor ol gör hak gazete ve televizyon daha kesin ve kalite haber ver mağaza 666 ytllik laptoplar 849 ytlye kapı sat karaborsacılar taraf şaka gibi mağaza gir çık yok hala kasa hayvani yoğun devam et millet al fotoğraf makinasını ver ipod u ya da al notebook u ver plazma şekli takas da başla depo yağma olay ise medya etik uygun şekil abart evet depo kısım sız insan para ver ürün al iste çalış da buyrun alın tabi biz taşıma da de saat 15.40 gibi çile bit mal ev doğru yol çık 10 saat bir macera art 1000 ytl lik bir kar elde et tahmini saat 100 ytl kazan var hiç durma ben bugün bay bir kar ol farz et para para kazan gibi ol biraz ama ol ',neg
'içeri gir 20 kişi 5000 tv bitir teknomarket camia ilk ol karaborsayı başla kur 2 hafta önce ev kaç mediamarkt ın karşı bir çadır yaşama başla kardeş al bilgi göre şu sırala üzeri çarşı yaz atkı bereli tiple  abi kuyruk beklema lcd tv var ipod istiyosan söyle arkadaş getirttiriyim  gibi cümle çakal yapma çalışıyolarmış. ',neg
'yeni kemal sunal film set yad şener şen in namus film karele içer teknolojik mango mağaza düzen onca laf ede insan binlerce kişilik kuyruk oluş herkes kendi zeki sandık mahalle bakkal herkes şu rezil gör sonra bile hala daha 5000 tane tv var ne ol bu onun dert daha ucuz bi lcd alıcam diye birbir tekmele maymun dolaş prematüre zihin merkezi medyamarkt ucuz ne sat bilma ama şu ant maazasında yüzlerce maymun dolaş onu bil ',neg
'sabah saat 07:00 itibari ile otopark kadar git kalabalık gör hadi le çek paşa paşa geri dön izdiham mağaza en son ben çıkar giriş kapı ön millet birbir boğazla meşgul ',neg
'saf saf  iş çıkış kalabalık ol ben işte erken kaç gider tenha tehna alışveriş yap  diye önce plan yap durum sözlük takip et sonra plan boz yer ',nm
'atina da da var bu mağaza üstelik sık sık bu tip indir gün yap bura da diğer elektronik sat merkez göre fiyat epey daha ucuz aç ise ben gitma ne zaman hatırlama ihtimal ben gelma önce ol ol ama git ol herhangi bir izdiham bahsetma kısa istanbul mağaza aç rezil üç şey kaynaklan ol - türkiye dek çalış tecrübe ve bu tip bir beklenti yok ya da istanbul da bu kadar bir müşteri kalabalık beklema ki bu ver reklam duy kadar düşün imkan dahili değil gibi - türkiye de hakikaten inan fahiş fiyat satı elektronik artık göz dön insan akıl alma bir hırs mediamarkt a saldır dolayı mağaza bu kalabalık kaldırma kenar para ol hakikaten de gir el ne geç al eş dost komşu ar dvd player la çık ol ',nm
'üst kat otur emekli albay oğul reyon şef medimarkt ta geçen gel işe başla abi de hayır ol koçu de birşey lazım mı abi aç fiyatla akıl ziyan de yolla bak broşür de 2 gün önce 2 plazma 2 laptop, 4 ipod ayır albay oğul şimdi ara öğle sonra kalabalık dağıl gel al abi de bura kadar yalan da benzer kaç hikaye var bugün istanbul da çalış kendi akraba komşu ayır mal yazıcıoğlu, tahtakale esnaf  gidi mal toparla gelin  diye gönder apaçiler, elektronik sat ufak esnaf bu sene üniversite başla oğul kız laptop al için sabah kör ümraniye yol düş emekli memur ahmet bey e ye mi 600 e o laptop u... ',neg
'hani haber bülten çamur içinde debelen yardım torba birbir el kapan kadın göster ve o görüntü ceza yardım dağıt keser ya o gel göz ön bu plazma dene halt hakikaten bu kadar lazım mı siz ',nm
'millet para harca için baki en kritik nokta bu işte birbir ez hem de bura türkiyede bile bu ol cümle alem kanıtla gerilla market sene haber izle ; new york da ki zartzurt firma indir amerikalı kadın birbir çiğne yok londranın şu mağaza ucuz gün cam çerçeve indi diye gül geç manyak la bu diye alay et çağ yakala bu ol gerek bi bu eksik de ön hiçbir engel kalma el al bi gün bu gerçek surat çal geçmiş ol ',neg
'an itibari giriş-çıkışın kapalı ol market bizimki içeri kal çık kavga izle vay be ',neg
'ali ler, mehmet ler, ayşe ler, semra lar gece boyun kuyruk bekle el hans ı ile helga sı da çarşaf çarşaf reklam yap ürün gece kendi eleman - ya da bir gün önce necip türk medya güzide mensup yağmala cin göster bu ad da  pr  ol  pazarlama  ol  reklam  ol pano yapış ilan tek kaş abi ile yan teknoloji merak hanım teyze azı ol saygı göster helmuth. ne o öyle daha ilk gün  ilan  ürün daha mağaza aç sat bit , hadi dağıl gidi şimdi raus raus!  çek ayıp olma mu (bkz: sen bir şey dert ama hadi ney - teknosa ya adım atma yemin et arkadaş için edit: hans ve helga ile teknosa ara sıkış kal değil (bkz: bimeks) (bkz: gold) (bkz: vatan (bkz: yazıcıoğlu) (bkz: darty) ',neg
'aç günü yanlış hesapla dün akşamüstü soluk ön al markt. almanyadan tanı bu mağaza gerçek de ön görün çok sevin ancak içeri girma çünkü bir gün önce gel  tüh be hay aksi hatta hay mk  tabir sonra her işte bir hayır var düstur ben bugün yaşa media markt. bu yorum oku sonra uzun bir süre uğrama hele bir kalabalık dağıl gider paşa paşa gez hoş gider para yeter de al ',pos
'türk insan aşağıla reklam yetma gibi  izdiham yarat da bedava reklam ol  mantık bir avuç ürün çok ucuz fiyat sat duyur kapı binlerce insan topla isyan çıkart bir yer işte çalış bir gün önc özel aç katıl basın mensup ucuz ürün zaten çok bitir söylen yarın teknosa fiyat devam et söylebilirim. umar epcenter gibi batar çeker gider türkiye de ',neg
'sol çerçeve bu kadar entry gir görün indir mi yap de mağaza bura sadece ürün alacak değil dar ol arkadaş borç bulma ya da al alma bir çok insan git tavsiye et kesin abi ol verma mi beş kuruş yok diye birileri koltuk ara bilma kaç milyar plazma tv sıkış kavga eder gör hayır hiç bir şey değil de ürün poltikası ne bilma mağaza ne diye sadece ucuz ol için insan alış ver yap anlama ev git üç yüz milyon ucuz al milyar lira alet çalışma geri git siz oyala da alet el patla ne yap ',nm
